country_code,country_name,state_code,state_name,municipality_code,municipality_name
BR,Brasil,24,Rio Grande do Norte,2413508,Serrinha
BR,Brasil,24,Rio Grande do Norte,2413805,Taboleiro Grande
BR,Brasil,24,Rio Grande do Norte,2413904,Taipu
BR,Brasil,24,Rio Grande do Norte,2414001,Tangará
BR,Brasil,24,Rio Grande do Norte,2414100,Tenente Ananias
BR,Brasil,24,Rio Grande do Norte,2414159,Tenente Laurentino Cruz
BR,Brasil,24,Rio Grande do Norte,2414209,Tibau do Sul
BR,Brasil,24,Rio Grande do Norte,2414308,Timbaúba dos Batistas
BR,Brasil,24,Rio Grande do Norte,2414407,Touros
BR,Brasil,24,Rio Grande do Norte,2414456,Triunfo Potiguar
BR,Brasil,24,Rio Grande do Norte,2414506,Umarizal
BR,Brasil,24,Rio Grande do Norte,2414605,Upanema
BR,Brasil,24,Rio Grande do Norte,2414704,Várzea
BR,Brasil,24,Rio Grande do Norte,2414753,Venha-Ver
BR,Brasil,24,Rio Grande do Norte,2414803,Vera Cruz
BR,Brasil,25,Paraíba,2500106,Água Branca
BR,Brasil,25,Paraíba,2500205,Aguiar
BR,Brasil,25,Paraíba,2500304,Alagoa Grande
BR,Brasil,25,Paraíba,2500403,Alagoa Nova
BR,Brasil,25,Paraíba,2500502,Alagoinha
BR,Brasil,25,Paraíba,2501609,Barra de Santa Rosa
BR,Brasil,25,Paraíba,2500536,Alcantil
BR,Brasil,25,Paraíba,2500577,Algodão de Jandaíra
BR,Brasil,25,Paraíba,2500601,Alhandra
BR,Brasil,25,Paraíba,2500700,São João do Rio do Peixe
BR,Brasil,25,Paraíba,2500734,Amparo
BR,Brasil,25,Paraíba,2501708,Barra de São Miguel
BR,Brasil,25,Paraíba,2500775,Aparecida
BR,Brasil,25,Paraíba,2500809,Araçagi
BR,Brasil,25,Paraíba,2500908,Arara
BR,Brasil,25,Paraíba,2501005,Araruna
BR,Brasil,25,Paraíba,2501104,Areia
BR,Brasil,25,Paraíba,2501153,Areia de Baraúnas
BR,Brasil,25,Paraíba,2501302,Aroeiras
BR,Brasil,25,Paraíba,2501351,Assunção
BR,Brasil,25,Paraíba,2501401,Baía da Traição
BR,Brasil,25,Paraíba,2501500,Bananeiras
BR,Brasil,25,Paraíba,2501534,Baraúna
BR,Brasil,25,Paraíba,2501575,Barra de Santana
BR,Brasil,25,Paraíba,2502003,Belém do Brejo do Cruz
BR,Brasil,25,Paraíba,2502052,Bernardino Batista
BR,Brasil,25,Paraíba,2502102,Boa Ventura
BR,Brasil,25,Paraíba,2502151,Boa Vista
BR,Brasil,25,Paraíba,2502201,Bom Jesus
BR,Brasil,25,Paraíba,2502300,Bom Sucesso
BR,Brasil,25,Paraíba,2503001,Caaporã
BR,Brasil,25,Paraíba,2502409,Bonito de Santa Fé
BR,Brasil,25,Paraíba,2502508,Boqueirão
BR,Brasil,25,Paraíba,2502607,Igaracy
BR,Brasil,25,Paraíba,2502706,Borborema
BR,Brasil,25,Paraíba,2502805,Brejo do Cruz
BR,Brasil,25,Paraíba,2502904,Brejo dos Santos
BR,Brasil,25,Paraíba,2503100,Cabaceiras
BR,Brasil,25,Paraíba,2503209,Cabedelo
BR,Brasil,25,Paraíba,2503308,Cachoeira dos Índios
BR,Brasil,25,Paraíba,2503407,Cacimba de Areia
BR,Brasil,25,Paraíba,2503506,Cacimba de Dentro
BR,Brasil,25,Paraíba,2503555,Cacimbas
BR,Brasil,25,Paraíba,2503605,Caiçara
BR,Brasil,25,Paraíba,2503704,Cajazeiras
BR,Brasil,25,Paraíba,2503753,Cajazeirinhas
BR,Brasil,25,Paraíba,2503803,Caldas Brandão
BR,Brasil,25,Paraíba,2503902,Camalaú
BR,Brasil,25,Paraíba,2504009,Campina Grande
BR,Brasil,25,Paraíba,2504033,Capim
BR,Brasil,25,Paraíba,2504074,Caraúbas
BR,Brasil,25,Paraíba,2504108,Carrapateira
BR,Brasil,25,Paraíba,2504157,Casserengue
BR,Brasil,25,Paraíba,2504207,Catingueira
BR,Brasil,25,Paraíba,2504702,Congo
BR,Brasil,25,Paraíba,2504306,Catolé do Rocha
BR,Brasil,25,Paraíba,2504355,Caturité
BR,Brasil,25,Paraíba,2504405,Conceição
BR,Brasil,25,Paraíba,2504504,Condado
BR,Brasil,25,Paraíba,2504603,Conde
BR,Brasil,25,Paraíba,2504801,Coremas
BR,Brasil,25,Paraíba,2504850,Coxixola
BR,Brasil,25,Paraíba,2504900,Cruz do Espírito Santo
BR,Brasil,25,Paraíba,2505006,Cubati
BR,Brasil,25,Paraíba,2505105,Cuité
BR,Brasil,25,Paraíba,2505204,Cuitegi
BR,Brasil,25,Paraíba,2505238,Cuité de Mamanguape
BR,Brasil,25,Paraíba,2505279,Curral de Cima
BR,Brasil,25,Paraíba,2505303,Curral Velho
BR,Brasil,25,Paraíba,2505352,Damião
BR,Brasil,25,Paraíba,2505402,Desterro
BR,Brasil,25,Paraíba,2505501,Vista Serrana
BR,Brasil,25,Paraíba,2505600,Diamante
BR,Brasil,25,Paraíba,2508505,Livramento
BR,Brasil,25,Paraíba,2505709,Dona Inês
BR,Brasil,25,Paraíba,2505808,Duas Estradas
BR,Brasil,25,Paraíba,2505907,Emas
BR,Brasil,25,Paraíba,2506004,Esperança
BR,Brasil,25,Paraíba,2506103,Fagundes
BR,Brasil,25,Paraíba,2506202,Frei Martinho
BR,Brasil,25,Paraíba,2506251,Gado Bravo
BR,Brasil,25,Paraíba,2506301,Guarabira
BR,Brasil,25,Paraíba,2506400,Gurinhém
BR,Brasil,25,Paraíba,2506509,Gurjão
BR,Brasil,25,Paraíba,2506608,Ibiara
BR,Brasil,25,Paraíba,2507200,Itatuba
BR,Brasil,25,Paraíba,2506707,Imaculada
BR,Brasil,25,Paraíba,2506806,Ingá
BR,Brasil,25,Paraíba,2506905,Itabaiana
BR,Brasil,25,Paraíba,2507002,Itaporanga
BR,Brasil,25,Paraíba,2507101,Itapororoca
BR,Brasil,25,Paraíba,2507309,Jacaraú
BR,Brasil,25,Paraíba,2507408,Jericó
BR,Brasil,25,Paraíba,2507507,João Pessoa
BR,Brasil,25,Paraíba,2507606,Juarez Távora
BR,Brasil,25,Paraíba,2507705,Juazeirinho
BR,Brasil,25,Paraíba,2507804,Junco do Seridó
BR,Brasil,25,Paraíba,2507903,Juripiranga
BR,Brasil,25,Paraíba,2508000,Juru
BR,Brasil,25,Paraíba,2508109,Lagoa
BR,Brasil,25,Paraíba,2508208,Lagoa de Dentro
BR,Brasil,25,Paraíba,2508307,Lagoa Seca
BR,Brasil,25,Paraíba,2508406,Lastro
BR,Brasil,25,Paraíba,2508554,Logradouro
BR,Brasil,25,Paraíba,2508604,Lucena
BR,Brasil,25,Paraíba,2508703,Mãe d'Água
BR,Brasil,25,Paraíba,2508802,Malta
BR,Brasil,25,Paraíba,2508901,Mamanguape
BR,Brasil,25,Paraíba,2509008,Manaíra
BR,Brasil,25,Paraíba,2509057,Marcação
BR,Brasil,25,Paraíba,2509107,Mari
BR,Brasil,25,Paraíba,2509156,Marizópolis
BR,Brasil,25,Paraíba,2509206,Massaranduba
BR,Brasil,25,Paraíba,2509305,Mataraca
BR,Brasil,25,Paraíba,2509339,Matinhas
BR,Brasil,25,Paraíba,2509370,Mato Grosso
BR,Brasil,25,Paraíba,2509396,Maturéia
BR,Brasil,25,Paraíba,2509404,Mogeiro
BR,Brasil,25,Paraíba,2509503,Montadas
BR,Brasil,25,Paraíba,2509602,Monte Horebe
BR,Brasil,25,Paraíba,2509701,Monteiro
BR,Brasil,25,Paraíba,2509800,Mulungu
BR,Brasil,25,Paraíba,2512408,Puxinanã
BR,Brasil,25,Paraíba,2509909,Natuba
BR,Brasil,25,Paraíba,2510006,Nazarezinho
BR,Brasil,25,Paraíba,2510105,Nova Floresta
BR,Brasil,25,Paraíba,2510204,Nova Olinda
BR,Brasil,25,Paraíba,2510303,Nova Palmeira
BR,Brasil,25,Paraíba,2510402,Olho d'Água
BR,Brasil,25,Paraíba,2510501,Olivedos
BR,Brasil,25,Paraíba,2510600,Ouro Velho
BR,Brasil,25,Paraíba,2510659,Parari
BR,Brasil,25,Paraíba,2510709,Passagem
BR,Brasil,25,Paraíba,2510808,Patos
BR,Brasil,25,Paraíba,2510907,Paulista
BR,Brasil,25,Paraíba,2511004,Pedra Branca
BR,Brasil,25,Paraíba,2511103,Pedra Lavrada
BR,Brasil,25,Paraíba,2511202,Pedras de Fogo
BR,Brasil,25,Paraíba,2511301,Piancó
BR,Brasil,25,Paraíba,2512762,Riachão do Poço
BR,Brasil,26,Pernambuco,2604106,Caruaru
BR,Brasil,25,Paraíba,2511400,Picuí
BR,Brasil,25,Paraíba,2511509,Pilar
BR,Brasil,25,Paraíba,2511608,Pilões
BR,Brasil,25,Paraíba,2511707,Pilõezinhos
BR,Brasil,25,Paraíba,2511806,Pirpirituba
BR,Brasil,25,Paraíba,2511905,Pitimbu
BR,Brasil,26,Pernambuco,2603504,Camocim de São Félix
BR,Brasil,25,Paraíba,2512002,Pocinhos
BR,Brasil,25,Paraíba,2512036,Poço Dantas
BR,Brasil,25,Paraíba,2512077,Poço de José de Moura
BR,Brasil,25,Paraíba,2512101,Pombal
BR,Brasil,25,Paraíba,2512200,Prata
BR,Brasil,25,Paraíba,2512309,Princesa Isabel
BR,Brasil,25,Paraíba,2512507,Queimadas
BR,Brasil,25,Paraíba,2512606,Quixaba
BR,Brasil,25,Paraíba,2512705,Remígio
BR,Brasil,25,Paraíba,2512721,Pedro Régis
BR,Brasil,25,Paraíba,2512747,Riachão
BR,Brasil,25,Paraíba,2512754,Riachão do Bacamarte
BR,Brasil,25,Paraíba,2512788,Riacho de Santo Antônio
BR,Brasil,25,Paraíba,2512804,Riacho dos Cavalos
BR,Brasil,25,Paraíba,2512903,Rio Tinto
BR,Brasil,25,Paraíba,2513000,Salgadinho
BR,Brasil,25,Paraíba,2513109,Salgado de São Félix
BR,Brasil,25,Paraíba,2513158,Santa Cecília
BR,Brasil,25,Paraíba,2513208,Santa Cruz
BR,Brasil,25,Paraíba,2513307,Santa Helena
BR,Brasil,25,Paraíba,2513356,Santa Inês
BR,Brasil,25,Paraíba,2513406,Santa Luzia
BR,Brasil,25,Paraíba,2513505,Santana de Mangueira
BR,Brasil,25,Paraíba,2513604,Santana dos Garrotes
BR,Brasil,25,Paraíba,2513653,Joca Claudino
BR,Brasil,25,Paraíba,2513703,Santa Rita
BR,Brasil,25,Paraíba,2513802,Santa Teresinha
BR,Brasil,25,Paraíba,2514701,São José do Sabugi
BR,Brasil,25,Paraíba,2513851,Santo André
BR,Brasil,25,Paraíba,2513901,São Bento
BR,Brasil,25,Paraíba,2513927,São Bentinho
BR,Brasil,25,Paraíba,2513943,São Domingos do Cariri
BR,Brasil,25,Paraíba,2513968,São Domingos
BR,Brasil,25,Paraíba,2513984,São Francisco
BR,Brasil,25,Paraíba,2514008,São João do Cariri
BR,Brasil,25,Paraíba,2514107,São João do Tigre
BR,Brasil,25,Paraíba,2514206,São José da Lagoa Tapada
BR,Brasil,25,Paraíba,2514305,São José de Caiana
BR,Brasil,25,Paraíba,2514404,São José de Espinharas
BR,Brasil,25,Paraíba,2515930,Sertãozinho
BR,Brasil,25,Paraíba,2514453,São José dos Ramos
BR,Brasil,25,Paraíba,2514503,São José de Piranhas
BR,Brasil,25,Paraíba,2514552,São José de Princesa
BR,Brasil,25,Paraíba,2514602,São José do Bonfim
BR,Brasil,25,Paraíba,2514651,São José do Brejo do Cruz
BR,Brasil,25,Paraíba,2514800,São José dos Cordeiros
BR,Brasil,25,Paraíba,2514909,São Mamede
BR,Brasil,25,Paraíba,2515005,São Miguel de Taipu
BR,Brasil,25,Paraíba,2515104,São Sebastião de Lagoa de Roça
BR,Brasil,25,Paraíba,2515203,São Sebastião do Umbuzeiro
BR,Brasil,25,Paraíba,2515971,Sobrado
BR,Brasil,25,Paraíba,2515302,Sapé
BR,Brasil,25,Paraíba,2515401,São Vicente do Seridó
BR,Brasil,25,Paraíba,2515500,Serra Branca
BR,Brasil,25,Paraíba,2515609,Serra da Raiz
BR,Brasil,25,Paraíba,2515708,Serra Grande
BR,Brasil,25,Paraíba,2515807,Serra Redonda
BR,Brasil,25,Paraíba,2515906,Serraria
BR,Brasil,25,Paraíba,2516003,Solânea
BR,Brasil,25,Paraíba,2516102,Soledade
BR,Brasil,25,Paraíba,2516151,Sossêgo
BR,Brasil,25,Paraíba,2516201,Sousa
BR,Brasil,25,Paraíba,2516300,Sumé
BR,Brasil,25,Paraíba,2516805,Triunfo
BR,Brasil,25,Paraíba,2516409,Tacima
BR,Brasil,25,Paraíba,2516508,Taperoá
BR,Brasil,25,Paraíba,2516607,Tavares
BR,Brasil,25,Paraíba,2516706,Teixeira
BR,Brasil,25,Paraíba,2516755,Tenório
BR,Brasil,25,Paraíba,2516904,Uiraúna
BR,Brasil,25,Paraíba,2517001,Umbuzeiro
BR,Brasil,25,Paraíba,2517100,Várzea
BR,Brasil,25,Paraíba,2517209,Vieirópolis
BR,Brasil,25,Paraíba,2517407,Zabelê
BR,Brasil,26,Pernambuco,2601102,Araripina
BR,Brasil,26,Pernambuco,2600054,Abreu e Lima
BR,Brasil,26,Pernambuco,2600104,Afogados da Ingazeira
BR,Brasil,26,Pernambuco,2600203,Afrânio
BR,Brasil,26,Pernambuco,2600302,Agrestina
BR,Brasil,26,Pernambuco,2600401,Água Preta
BR,Brasil,26,Pernambuco,2600500,Águas Belas
BR,Brasil,26,Pernambuco,2600609,Alagoinha
BR,Brasil,26,Pernambuco,2600708,Aliança
BR,Brasil,26,Pernambuco,2600807,Altinho
BR,Brasil,26,Pernambuco,2600906,Amaraji
BR,Brasil,26,Pernambuco,2601003,Angelim
BR,Brasil,26,Pernambuco,2601052,Araçoiaba
BR,Brasil,26,Pernambuco,2601201,Arcoverde
BR,Brasil,26,Pernambuco,2601300,Barra de Guabiraba
BR,Brasil,26,Pernambuco,2601409,Barreiros
BR,Brasil,26,Pernambuco,2601508,Belém de Maria
BR,Brasil,26,Pernambuco,2601607,Belém do São Francisco
BR,Brasil,26,Pernambuco,2601706,Belo Jardim
BR,Brasil,26,Pernambuco,2601805,Betânia
BR,Brasil,26,Pernambuco,2601904,Bezerros
BR,Brasil,26,Pernambuco,2602001,Bodocó
BR,Brasil,26,Pernambuco,2602100,Bom Conselho
BR,Brasil,26,Pernambuco,2602209,Bom Jardim
BR,Brasil,26,Pernambuco,2603405,Calumbi
BR,Brasil,26,Pernambuco,2602308,Bonito
BR,Brasil,26,Pernambuco,2602407,Brejão
BR,Brasil,26,Pernambuco,2602506,Brejinho
BR,Brasil,26,Pernambuco,2602605,Brejo da Madre de Deus
BR,Brasil,26,Pernambuco,2602704,Buenos Aires
BR,Brasil,26,Pernambuco,2603454,Camaragibe
BR,Brasil,26,Pernambuco,2602803,Buíque
BR,Brasil,26,Pernambuco,2602902,Cabo de Santo Agostinho
BR,Brasil,26,Pernambuco,2603009,Cabrobó
BR,Brasil,26,Pernambuco,2603108,Cachoeirinha
BR,Brasil,26,Pernambuco,2603207,Caetés
BR,Brasil,26,Pernambuco,2603306,Calçado
BR,Brasil,26,Pernambuco,2603702,Canhotinho
BR,Brasil,26,Pernambuco,2603801,Capoeiras
BR,Brasil,26,Pernambuco,2603900,Carnaíba
BR,Brasil,26,Pernambuco,2603926,Carnaubeira da Penha
BR,Brasil,26,Pernambuco,2604007,Carpina
BR,Brasil,26,Pernambuco,2604155,Casinhas
BR,Brasil,26,Pernambuco,2604205,Catende
BR,Brasil,26,Pernambuco,2604304,Cedro
BR,Brasil,26,Pernambuco,2604403,Chã de Alegria
BR,Brasil,26,Pernambuco,2604502,Chã Grande
BR,Brasil,26,Pernambuco,2604601,Condado
BR,Brasil,26,Pernambuco,2608404,Jurema
BR,Brasil,26,Pernambuco,2604700,Correntes
BR,Brasil,26,Pernambuco,2604809,Cortês
BR,Brasil,26,Pernambuco,2604908,Cumaru
BR,Brasil,26,Pernambuco,2605004,Cupira
BR,Brasil,26,Pernambuco,2605103,Custódia
BR,Brasil,26,Pernambuco,2605152,Dormentes
BR,Brasil,26,Pernambuco,2605202,Escada
BR,Brasil,26,Pernambuco,2605301,Exu
BR,Brasil,26,Pernambuco,2605400,Feira Nova
BR,Brasil,26,Pernambuco,2605459,Fernando de Noronha
BR,Brasil,26,Pernambuco,2605509,Ferreiros
BR,Brasil,26,Pernambuco,2606200,Goiana
BR,Brasil,26,Pernambuco,2605608,Flores
BR,Brasil,26,Pernambuco,2605707,Floresta
BR,Brasil,26,Pernambuco,2605806,Frei Miguelinho
BR,Brasil,26,Pernambuco,2605905,Gameleira
BR,Brasil,26,Pernambuco,2606002,Garanhuns
BR,Brasil,26,Pernambuco,2606101,Glória do Goitá
BR,Brasil,26,Pernambuco,2606309,Granito
BR,Brasil,26,Pernambuco,2606408,Gravatá
BR,Brasil,26,Pernambuco,2606507,Iati
BR,Brasil,26,Pernambuco,2606606,Ibimirim
BR,Brasil,26,Pernambuco,2606705,Ibirajuba
BR,Brasil,26,Pernambuco,2606804,Igarassu
BR,Brasil,26,Pernambuco,2606903,Iguaracy
BR,Brasil,26,Pernambuco,2607000,Inajá
BR,Brasil,26,Pernambuco,2607109,Ingazeira
BR,Brasil,26,Pernambuco,2607208,Ipojuca
BR,Brasil,26,Pernambuco,2607307,Ipubi
BR,Brasil,26,Pernambuco,2607406,Itacuruba
BR,Brasil,26,Pernambuco,2607505,Itaíba
BR,Brasil,26,Pernambuco,2607604,Ilha de Itamaracá
BR,Brasil,26,Pernambuco,2607653,Itambé
BR,Brasil,26,Pernambuco,2607703,Itapetim
BR,Brasil,26,Pernambuco,2607752,Itapissuma
BR,Brasil,26,Pernambuco,2607802,Itaquitinga
BR,Brasil,26,Pernambuco,2607901,Jaboatão dos Guararapes
BR,Brasil,26,Pernambuco,2607950,Jaqueira
BR,Brasil,26,Pernambuco,2608008,Jataúba
BR,Brasil,26,Pernambuco,2608057,Jatobá
BR,Brasil,26,Pernambuco,2608107,João Alfredo
BR,Brasil,26,Pernambuco,2608206,Joaquim Nabuco
BR,Brasil,26,Pernambuco,2608453,Lagoa do Carro
BR,Brasil,26,Pernambuco,2608503,Lagoa de Itaenga
BR,Brasil,26,Pernambuco,2608602,Lagoa do Ouro
BR,Brasil,26,Pernambuco,2608701,Lagoa dos Gatos
BR,Brasil,26,Pernambuco,2608750,Lagoa Grande
BR,Brasil,26,Pernambuco,2608800,Lajedo
BR,Brasil,26,Pernambuco,2608909,Limoeiro
BR,Brasil,26,Pernambuco,2609006,Macaparana
BR,Brasil,26,Pernambuco,2609105,Machados
BR,Brasil,26,Pernambuco,2609154,Manari
BR,Brasil,26,Pernambuco,2609204,Maraial
BR,Brasil,26,Pernambuco,2609303,Mirandiba
BR,Brasil,26,Pernambuco,2609402,Moreno
BR,Brasil,26,Pernambuco,2609501,Nazaré da Mata
BR,Brasil,26,Pernambuco,2609600,Olinda
BR,Brasil,26,Pernambuco,2609709,Orobó
BR,Brasil,26,Pernambuco,2609808,Orocó
BR,Brasil,26,Pernambuco,2609907,Ouricuri
BR,Brasil,26,Pernambuco,2610004,Palmares
BR,Brasil,26,Pernambuco,2610103,Palmeirina
BR,Brasil,26,Pernambuco,2610202,Panelas
BR,Brasil,26,Pernambuco,2610301,Paranatama
BR,Brasil,26,Pernambuco,2610400,Parnamirim
BR,Brasil,26,Pernambuco,2610509,Passira
BR,Brasil,26,Pernambuco,2610608,Paudalho
BR,Brasil,26,Pernambuco,2610707,Paulista
BR,Brasil,26,Pernambuco,2610806,Pedra
BR,Brasil,26,Pernambuco,2610905,Pesqueira
BR,Brasil,26,Pernambuco,2611002,Petrolândia
BR,Brasil,26,Pernambuco,2611101,Petrolina
BR,Brasil,26,Pernambuco,2611200,Poção
BR,Brasil,26,Pernambuco,2611309,Pombos
BR,Brasil,26,Pernambuco,2611408,Primavera
BR,Brasil,26,Pernambuco,2611507,Quipapá
BR,Brasil,26,Pernambuco,2611533,Quixaba
BR,Brasil,26,Pernambuco,2611606,Recife
BR,Brasil,26,Pernambuco,2611705,Riacho das Almas
BR,Brasil,26,Pernambuco,2611804,Ribeirão
BR,Brasil,26,Pernambuco,2611903,Rio Formoso
BR,Brasil,26,Pernambuco,2612000,Sairé
BR,Brasil,26,Pernambuco,2612109,Salgadinho
BR,Brasil,26,Pernambuco,2612208,Salgueiro
BR,Brasil,26,Pernambuco,2612307,Saloá
BR,Brasil,26,Pernambuco,2612406,Sanharó
BR,Brasil,26,Pernambuco,2612455,Santa Cruz
BR,Brasil,26,Pernambuco,2612471,Santa Cruz da Baixa Verde
BR,Brasil,26,Pernambuco,2612505,Santa Cruz do Capibaribe
BR,Brasil,26,Pernambuco,2612554,Santa Filomena
BR,Brasil,43,Rio Grande do Sul,4303103,Cachoeirinha
BR,Brasil,26,Pernambuco,2612604,Santa Maria da Boa Vista
BR,Brasil,26,Pernambuco,2612703,Santa Maria do Cambucá
BR,Brasil,26,Pernambuco,2612802,Santa Terezinha
BR,Brasil,26,Pernambuco,2612901,São Benedito do Sul
BR,Brasil,26,Pernambuco,2613008,São Bento do Una
BR,Brasil,26,Pernambuco,2613107,São Caitano
BR,Brasil,26,Pernambuco,2613206,São João
BR,Brasil,26,Pernambuco,2613305,São Joaquim do Monte
BR,Brasil,26,Pernambuco,2613404,São José da Coroa Grande
BR,Brasil,26,Pernambuco,2613503,São José do Belmonte
BR,Brasil,26,Pernambuco,2613602,São José do Egito
BR,Brasil,26,Pernambuco,2613701,São Lourenço da Mata
BR,Brasil,26,Pernambuco,2613800,São Vicente Férrer
BR,Brasil,26,Pernambuco,2613909,Serra Talhada
BR,Brasil,26,Pernambuco,2614006,Serrita
BR,Brasil,26,Pernambuco,2614105,Sertânia
BR,Brasil,26,Pernambuco,2614204,Sirinhaém
BR,Brasil,26,Pernambuco,2614303,Moreilândia
BR,Brasil,26,Pernambuco,2614402,Solidão
BR,Brasil,26,Pernambuco,2614501,Surubim
BR,Brasil,26,Pernambuco,2614600,Tabira
BR,Brasil,26,Pernambuco,2614709,Tacaimbó
BR,Brasil,26,Pernambuco,2614808,Tacaratu
BR,Brasil,26,Pernambuco,2614857,Tamandaré
BR,Brasil,26,Pernambuco,2615003,Taquaritinga do Norte
BR,Brasil,26,Pernambuco,2615102,Terezinha
BR,Brasil,26,Pernambuco,2615805,Tupanatinga
BR,Brasil,26,Pernambuco,2615201,Terra Nova
BR,Brasil,26,Pernambuco,2615300,Timbaúba
BR,Brasil,26,Pernambuco,2615409,Toritama
BR,Brasil,26,Pernambuco,2615508,Tracunhaém
BR,Brasil,26,Pernambuco,2615607,Trindade
BR,Brasil,26,Pernambuco,2615706,Triunfo
BR,Brasil,26,Pernambuco,2615904,Tuparetama
BR,Brasil,26,Pernambuco,2616001,Venturosa
BR,Brasil,26,Pernambuco,2616100,Verdejante
BR,Brasil,26,Pernambuco,2616183,Vertente do Lério
BR,Brasil,26,Pernambuco,2616209,Vertentes
BR,Brasil,26,Pernambuco,2616308,Vicência
BR,Brasil,26,Pernambuco,2616407,Vitória de Santo Antão
BR,Brasil,26,Pernambuco,2616506,Xexéu
BR,Brasil,27,Alagoas,2700102,Água Branca
BR,Brasil,27,Alagoas,2700201,Anadia
BR,Brasil,27,Alagoas,2700300,Arapiraca
BR,Brasil,27,Alagoas,2700409,Atalaia
BR,Brasil,27,Alagoas,2700508,Barra de Santo Antônio
BR,Brasil,27,Alagoas,2700607,Barra de São Miguel
BR,Brasil,27,Alagoas,2700706,Batalha
BR,Brasil,27,Alagoas,2700805,Belém
BR,Brasil,27,Alagoas,2700904,Belo Monte
BR,Brasil,27,Alagoas,2704906,Mar Vermelho
BR,Brasil,27,Alagoas,2701001,Boca da Mata
BR,Brasil,27,Alagoas,2701100,Branquinha
BR,Brasil,27,Alagoas,2701209,Cacimbinhas
BR,Brasil,27,Alagoas,2701308,Cajueiro
BR,Brasil,27,Alagoas,2701357,Campestre
BR,Brasil,27,Alagoas,2701407,Campo Alegre
BR,Brasil,27,Alagoas,2701506,Campo Grande
BR,Brasil,27,Alagoas,2701605,Canapi
BR,Brasil,27,Alagoas,2701704,Capela
BR,Brasil,27,Alagoas,2701803,Carneiros
BR,Brasil,27,Alagoas,2701902,Chã Preta
BR,Brasil,27,Alagoas,2702009,Coité do Nóia
BR,Brasil,27,Alagoas,2702108,Colônia Leopoldina
BR,Brasil,27,Alagoas,2702207,Coqueiro Seco
BR,Brasil,27,Alagoas,2702306,Coruripe
BR,Brasil,27,Alagoas,2702355,Craíbas
BR,Brasil,27,Alagoas,2702405,Delmiro Gouveia
BR,Brasil,27,Alagoas,2702504,Dois Riachos
BR,Brasil,27,Alagoas,2702553,Estrela de Alagoas
BR,Brasil,27,Alagoas,2702603,Feira Grande
BR,Brasil,27,Alagoas,2702702,Feliz Deserto
BR,Brasil,27,Alagoas,2702801,Flexeiras
BR,Brasil,27,Alagoas,2702900,Girau do Ponciano
BR,Brasil,27,Alagoas,2703007,Ibateguara
BR,Brasil,27,Alagoas,2703106,Igaci
BR,Brasil,27,Alagoas,2703205,Igreja Nova
BR,Brasil,27,Alagoas,2703304,Inhapi
BR,Brasil,27,Alagoas,2703403,Jacaré dos Homens
BR,Brasil,27,Alagoas,2703502,Jacuípe
BR,Brasil,27,Alagoas,2703601,Japaratinga
BR,Brasil,27,Alagoas,2703700,Jaramataia
BR,Brasil,27,Alagoas,2705705,Olho d'Água das Flores
BR,Brasil,27,Alagoas,2703759,Jequiá da Praia
BR,Brasil,27,Alagoas,2703809,Joaquim Gomes
BR,Brasil,27,Alagoas,2703908,Jundiá
BR,Brasil,27,Alagoas,2704005,Junqueiro
BR,Brasil,27,Alagoas,2704104,Lagoa da Canoa
BR,Brasil,27,Alagoas,2704203,Limoeiro de Anadia
BR,Brasil,27,Alagoas,2704302,Maceió
BR,Brasil,27,Alagoas,2704401,Major Isidoro
BR,Brasil,27,Alagoas,2704500,Maragogi
BR,Brasil,27,Alagoas,2704609,Maravilha
BR,Brasil,27,Alagoas,2704708,Marechal Deodoro
BR,Brasil,27,Alagoas,2704807,Maribondo
BR,Brasil,27,Alagoas,2705002,Mata Grande
BR,Brasil,27,Alagoas,2705101,Matriz de Camaragibe
BR,Brasil,27,Alagoas,2705200,Messias
BR,Brasil,27,Alagoas,2705309,Minador do Negrão
BR,Brasil,27,Alagoas,2705408,Monteirópolis
BR,Brasil,27,Alagoas,2705507,Murici
BR,Brasil,27,Alagoas,2705606,Novo Lino
BR,Brasil,27,Alagoas,2705804,Olho d'Água do Casado
BR,Brasil,27,Alagoas,2705903,Olho d'Água Grande
BR,Brasil,27,Alagoas,2706000,Olivença
BR,Brasil,27,Alagoas,2706109,Ouro Branco
BR,Brasil,27,Alagoas,2706208,Palestina
BR,Brasil,27,Alagoas,2706307,Palmeira dos Índios
BR,Brasil,27,Alagoas,2706802,Piaçabuçu
BR,Brasil,27,Alagoas,2706406,Pão de Açúcar
BR,Brasil,27,Alagoas,2706422,Pariconha
BR,Brasil,27,Alagoas,2706448,Paripueira
BR,Brasil,27,Alagoas,2706505,Passo de Camaragibe
BR,Brasil,27,Alagoas,2706604,Paulo Jacinto
BR,Brasil,27,Alagoas,2706703,Penedo
BR,Brasil,27,Alagoas,2706901,Pilar
BR,Brasil,27,Alagoas,2707008,Pindoba
BR,Brasil,27,Alagoas,2707107,Piranhas
BR,Brasil,27,Alagoas,2707206,Poço das Trincheiras
BR,Brasil,27,Alagoas,2707305,Porto Calvo
BR,Brasil,27,Alagoas,2708600,São Miguel dos Campos
BR,Brasil,27,Alagoas,2707404,Porto de Pedras
BR,Brasil,27,Alagoas,2707503,Porto Real do Colégio
BR,Brasil,27,Alagoas,2707602,Quebrangulo
